labels	text	cls
O O O O B_PER I_PER	one half of the Tornado Twins	False
B_PER I_PER O O	Andrzej Piaseczny , vocalist	False
O O O O O O B_LOC O	It has also been recorded from Texas .	False
O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O	*Commander , Air Education and Training Command ( COMAETC ) , 1997–2000 .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Fidesz – Hungarian Civic Union	False
O O B_LOC I_LOC	1872 - Lord Clifden	False
O O O O B_PER O O O	It was described by Diakonoff in 1948 .	False
O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O B_PER O B_PER I_PER O O B_PER O	Released on October 31 , 2006 it was sold exclusively in Circuit City stores , and includes tracks featuring guest artists such as Sting , Robin Thicke , and Nas .	False
O B_ORG I_ORG O O	'' Hartford Courant '' '	False
B_ORG I_ORG I_ORG O B_LOC O	Besant Hill School ( Ojai )	False
O O B_ORG O O	' '' Siluriformes '' '	False
O O O O O O O B_ORG I_ORG O B_LOC O O O B_LOC I_LOC I_LOC O	It also has a presence in the Russell Offices in Canberra , in the Australian Capital Territory .	False
B_PER I_PER O O O O	Natasha Zvereva '' ( Semifinals )	False
O O O O O O B_ORG O	He died in August 1948 at Rikshospitalet .	False
O O O O O B_LOC O B_LOC O B_LOC I_LOC O B_LOC O B_LOC O B_LOC O	Six resident agencies , in Austin , Brownsville , Del Rio , Laredo , McAllen and Waco .	False
B_LOC O O O O	Emelle ( 93.6 % )	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Panteón Rococó ( album )	False
B_PER I_PER I_PER I_PER	Joi ( singer )	False
B_PER I_PER I_PER I_PER O O O	Jules-Édouard Alboize de Pujol – ''L'Idiote ''	False
O O O O O O B_LOC O B_LOC O O O O O O O O O O	At the 2014 MSSM held in Kuching , Sarawak , he was the youngest medalist in the competition .	False
B_ORG I_ORG I_ORG	St James Cemetery	False
O O O B_PER I_PER O O	' '' With Ry Cooder '' '	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER	Richard Lewis ( tennis and rugby league )	False
B_PER I_PER I_PER I_PER I_PER I_PER	James G. Rowe , Sr .	False
B_PER I_PER I_PER I_PER	Ancient Diocese of Saint-Malo	False
B_ORG I_ORG O B_ORG I_ORG O	Babson College ( ECAC East )	False
O B_ORG I_ORG I_ORG I_ORG O O O O	'' The Sarah Jane Adventures '' ( 2009 )	False
B_ORG I_ORG I_ORG I_ORG O B_LOC O B_LOC O	Africa Championship for Women in Antananarivo , Madagascar en::	False
O O O B_PER I_PER B_ORG I_ORG I_ORG O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	It partnered with George Hacker’s Alcohol Policies Project at the Center for Science in the Public Interest .	False
B_LOC O O O	Dubrava , population 133	False
B_LOC I_LOC I_LOC I_LOC	Frankfort , Free State	False
B_PER I_PER I_PER I_PER	Timothy II of Constantinople	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Crystal Falls Township , Michigan	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Limpejioara River ( Alba )	False
B_ORG I_ORG O O B_ORG I_ORG O O B_ORG I_ORG	Olympic Airways '' → Olympic Airlines '' → Olympic Air	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Democratic and Social Centre ( Spain )	False
O O O O O O B_LOC O O O	He died at his home in Montreal , 1822 .	False
O O B_ORG I_ORG O	*5943 - Homoeosoma inornatella ''	False
O O O O O B_PER	'' October 17 '' – Players	False
O B_LOC O O O O O O O	***** Nodosauridae ( ''Panoplosaurus '' > ''Ankylosaurus '' )	False
O O B_LOC O	Druzetz en:: Družec B,33	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Mystical marriage of Saint Catherine	False
B_PER I_PER O O O O O O	Claudia Kohde-Kilsch '' ( Third round ) ''	False
B_ORG I_ORG I_ORG I_ORG I_ORG O	Two and a Half Men ''	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Câmpu River ( Secu-Vaduri )	False
B_LOC I_LOC I_LOC	1992 1. deild	False
O B_ORG O O B_ORG I_ORG O O O	'' Apache '' – The Shadows ( re-release )	False
O O O B_PER I_PER	Head coach en:: Veselin Matić	False
O B_ORG I_ORG I_ORG I_ORG O O B_ORG I_ORG	'' My Name is Jack '' – Manfred Mann	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Roman Catholic Archdiocese of São Salvador da Bahia	False
O B_PER I_PER I_PER	1912 Wright Model D	False
O B_ORG I_ORG O O O O O O O O O	from Dalhousie University in 1942 , and an M.D. , C.M .	False
B_ORG I_ORG I_ORG I_ORG O	University of Southern Mississippi DPD	False
B_LOC I_LOC I_LOC I_LOC I_LOC	2014–15 Tennessee Volunteers basketball team	False
B_ORG I_ORG I_ORG O B_PER I_PER I_PER	Vicky Metcalf Award en:: John Patrick Gillese	False
O O O B_ORG O B_LOC	April 13 , Palavela , Turin	False
B_LOC I_LOC O B_LOC I_LOC	Kondofrey Heights , Trinity Peninsula	False
B_ORG O O O O O O O O O O O	Genetics '' ' '' 16 '' ' en:: 97-159 Offsite pdf file	False
O B_LOC I_LOC O O O O O O	'' Lacanobia thalassina '' ( Hufnagel , 1766 )	False
B_PER I_PER I_PER O	Selvin , Joel .	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER O O O	John Read ( British Army officer ) ( 1917-1987 )	False
B_PER I_PER O B_PER I_PER	Richard Ainley as Lou Payne	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Spooner Township , Lake of the Woods County , Minnesota	False
O O O O O O B_PER I_PER O O O O O B_PER I_PER O O O O O O B_PER I_PER	' '' Lap-by-lap en:: ' '' Mike Joy '' 'Color-commentator en:: ' '' Jeff Gordon '' 'Color commentator en:: ' '' Darrell Waltrip	False
O O B_ORG I_ORG O O O B_ORG I_ORG O O O O O B_LOC I_LOC O O O O O O B_ORG O O O O O O	The former Singapore international was released by Home United at the end of the 2012 season and had been training with the Rams since the start of January .	False
B_ORG O O O O O	Warzone - `` As one ''	False
B_LOC I_LOC O O O	Cass County ( northeast )	False
O O O O B_ORG I_ORG O O O O O B_ORG O O O	The original owner was United Newspapers who then sold it to EMAP in 1991 .	False
B_PER I_PER I_PER O O O	Max von Sydow as The Father	False
B_LOC I_LOC I_LOC I_LOC	Williamston , North Carolina	False
B_PER I_PER I_PER O O O	Pui Fan Lee ( 2002–2009 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Temple of Confucius Wen Miao	False
B_LOC I_LOC I_LOC I_LOC	Baghleh-ye Olya , Ilam	False
B_PER I_PER O O	Charles Tilly , scholar	False
O O B_ORG I_ORG O O	' '' Jacksonville Giants '' '	False
O O B_LOC O O O O O B_LOC O O O O O O B_ORG I_ORG O	He represented Yale from 1963 to 1966 and Yale-Lillooet from 1966 to 1975 as a New Democrat .	False
B_PER I_PER O O O	Gennady Voronov ( 1910–1994 )	False
B_ORG I_ORG O O O O O O	Der Lehrer '' ( 2009 , 2013–present )	False
O O O O B_ORG I_ORG I_ORG I_ORG O	He was educated at Wadham College , Oxford .	False
B_PER I_PER I_PER	Charles Web Gilbert	False
O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O	It was later placed on display in the Baltimore and Ohio Railroad Museum , where it currently remains .	False
O O O O O O B_LOC O	*Northcross Urgent Care ( located in Huntersville )	False
B_PER I_PER O O O O O O O O O O O O O O O	Paul Klee ( 1879–1940 ) , Prints , Drawings , and Photographs en:: page 245 , 321	False
O O B_PER I_PER O O	Treat Huey]] Frederik Nielsen '' '	False
O O O O O O O O B_LOC I_LOC O B_LOC O	In 1912 he and his wife moved to La Hulpe , Belgium .	False
B_ORG I_ORG I_ORG O O	Maritime Fur Trader in 1790s	False
B_PER I_PER I_PER	Frederick William Frohawk	False
O B_LOC I_LOC I_LOC I_LOC I_LOC O	'' Vesicular exanthema of swine virus ''	False
B_PER I_PER I_PER I_PER I_PER	John Chapman ( bishop )	False
O O B_PER I_PER O O O O O	' '' Kateryna Bondarenko ( Qualified ) ' ''	False
O B_ORG I_ORG I_ORG I_ORG O	`` Kiss from a Rose ''	False
B_ORG I_ORG I_ORG I_ORG	Islands of South Korea	False
B_ORG O O B_ORG I_ORG	Thaicom / formerly Shin Satellite	False
O O B_ORG I_ORG	Remix by Altern 8	False
O O O O O O B_ORG I_ORG I_ORG I_ORG O O O O O B_ORG I_ORG O O O O	He is a member of the National Academy of Engineering ( 2006 ) and an IEEE Fellow ( 2010 ) .	False
B_PER I_PER I_PER I_PER I_PER I_PER	Leo Styppes , Patriarch of Constantinople	False
B_LOC I_LOC I_LOC	Brookhaven , Georgia	False
O O O B_ORG I_ORG O O O O O O O O O O B_PER I_PER O O O	He had replaced Freddie Ljungberg at half time only for himself to be replaced by Dennis Bergkamp minutes later .	False
B_PER I_PER O O O O O O O O O	Riley Puckett recorded his take on the song in 1934 .	False
B_PER I_PER O B_ORG I_ORG O	Bo Bowling , Montreal Alouettes player	False
O O B_ORG I_ORG I_ORG O O	' '' SK Rapid Wien '' '	False
O B_LOC I_LOC O O O O	'' Scaeosopha mitescens '' ( T.P .	False
O O B_PER I_PER O O O O O	' '' Color commentator ( s ) ' ''	False
O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O O B_ORG I_ORG O O O O O O O B_ORG I_ORG O O B_ORG O O O O O O	The song is the band 's first and only the third ever to debut at number one on the charts , following Linkin Park 's `` The Catalyst '' on 21 August 2010 , and Foo Fighters ' `` Rope '' on 12 March 2011 .	False
O O O O O B_ORG I_ORG I_ORG O O O	She first exhibited work at Charlottenborg Spring Exhibition in 1884 .	False
O O O O B_PER I_PER I_PER O	en:: en:: en:: en:: CHARLES S. PARNELL .	False
O B_ORG I_ORG I_ORG I_ORG O	'' Xena en:: Warrior Princess ''	False
B_PER I_PER I_PER	AgustaWestland AW119 Koala	False
O O O O B_LOC I_LOC O O B_LOC I_LOC O O O O B_LOC I_LOC I_LOC O	It is located in Catron County in the Gila Wilderness , part of the Gila National Forest .	False
B_LOC I_LOC I_LOC I_LOC	Canterbury , New Zealand	False
B_PER I_PER I_PER I_PER I_PER	Elissa ( Lebanese singer )	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Roman Catholic Archdiocese of New York	False
O B_ORG I_ORG O	'' Nymphalis milberti ''	False
B_LOC I_LOC O B_LOC I_LOC	Sumner Township , Gratiot County	False
B_PER I_PER I_PER O O O	Carlos Daniel Tapia ( 1985–94 )	False
B_ORG I_ORG I_ORG	Eldridge Street Synagogue	False
B_PER I_PER I_PER I_PER I_PER I_PER	Rainier III , Prince of Monaco	False
B_PER I_PER I_PER I_PER I_PER	Warren Hill ( prisoner )	False
O O O O O O O O B_PER I_PER	*22 January 1947 – 22 October 1947 en:: François Mitterrand	False
O B_ORG I_ORG I_ORG O O O	*20px Oregon Route 14 ( former )	False
O B_LOC O O B_LOC O	***** Salleron ( in Ingrandes )	False
B_LOC I_LOC B_LOC O B_LOC	Paide linnastaadion Paide , Estonia	False
O O O O O O O O O O B_ORG O B_ORG O B_PER I_PER O	He is a versatile player who is capable of playing winger , forward and right wingback .	False
O O O O O O O O B_ORG I_ORG I_ORG O O O O O O B_LOC O	It was also the most successful single from Torch the Moon , peaking at number 21 in Australia .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Summer Breeze ( song )	False
O O O B_PER I_PER	*December 17 – Fernando Abad	False
B_PER I_PER O B_ORG I_ORG I_ORG	Hilary Knight - University of Wisconsin	False
B_PER I_PER O O O	Miller Barber ( 11 )	False
O B_LOC O O O O O O B_LOC O B_LOC O O O O O O O	In Cumbria , the ceremony was revived in Warcop and Musgrave at the wish of the Rev .	False
B_ORG I_ORG O O O O	Creole cottage , the architectural style	False
B_LOC I_LOC I_LOC	Richmond , Kentucky	False
B_LOC I_LOC O O O O	Bithynia canyamelensis '' Altaba , 2007	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Russian legislative election , 1993	False
B_PER I_PER I_PER I_PER I_PER O O O O O	Elizabeth `` Lisa '' Hernandez ( D ) 46.41 %	False
O B_PER I_PER I_PER I_PER I_PER I_PER I_PER	en:: Archibald Acheson , 4th Earl of Gosford	False
O O B_LOC I_LOC O B_LOC	Hamasaka-machi]] , Hyōgo Prefecture , Japan	False
B_ORG I_ORG I_ORG I_ORG B_ORG I_ORG O B_ORG I_ORG O O O O O O O B_PER I_PER O O O O	A & R man John Carter of Capitol Records is credited with relaunching the career of Tina Turner in the 1980s .	False
O O B_PER I_PER O O	*1379 – Charles Roberts – 2007	False
O O O O O O O O O O O O B_ORG O O O O B_ORG I_ORG O	Unlike IMAPI version 1.0 , IMAPI version 2.0 is implemented as a DLL rather than as a Windows service .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Brooklyn Central and Jamaica Railroad	False
O O B_LOC O B_LOC	1941-06-26 near Minsk , Belarus	False
B_PER I_PER I_PER I_PER I_PER I_PER	Alexander Popov ( ice hockey )	False
B_LOC I_LOC I_LOC I_LOC	Tehama ( moth )	False
O O O O O B_LOC I_LOC O	It then continues southward through Ekbatan town .	False
B_ORG I_ORG I_ORG	2011 GP2 Final	False
O O O B_ORG I_ORG	Ruins of the Devín Castle	False
B_ORG I_ORG I_ORG O O O O	The Muppet Show '' ( 1988–1992 )	False
O B_ORG I_ORG I_ORG I_ORG I_ORG O	'' Exposito en Brevis in Lucam ''	False
B_ORG I_ORG O O O	Five Pillars ( 2013 )	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Sar Tang-e Deh Kohneh Hamidabad	False
B_LOC I_LOC O O O	Bartholomew County ( north-northeast )	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Communes of the Côtes-d'Armor department	False
O B_PER I_PER I_PER I_PER I_PER I_PER	2006 Thomas J. Hudner , Jr .	False
B_PER I_PER I_PER I_PER I_PER	Jim McCormick ( author )	False
B_PER I_PER I_PER O B_PER I_PER I_PER	Courtney B. Vance as ADA Ron Carver	False
B_LOC I_LOC I_LOC O O B_LOC I_LOC I_LOC I_LOC	Lakeview , Oregon in the United States of America	False
B_LOC I_LOC I_LOC I_LOC	Kozłowo , Pułtusk County	False
B_ORG O B_LOC I_LOC I_LOC I_LOC	KYTZ - Walhalla , North Dakota	False
B_PER I_PER O O O	Edward Toussaint ( 1995–2010 )	False
B_ORG O O O O O O O O O O O	Target ( opened in 1985 ) ( 100,750 sq ft . )	False
B_PER I_PER O O O	Mike Brearley ( 1961 )	False
B_PER I_PER O O B_ORG O B_ORG O	Cung Le - ( Strikeforce , UFC )	False
B_ORG I_ORG I_ORG I_ORG O	Jersey Shore Shark Attack ''	False
B_PER I_PER O O O O	Al Leiter en:: ( 2009–present )	False
O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	*22 March 1928 Institute of Chartered Accountants in Australia	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Újezd ( Žďár nad Sázavou District )	False
B_ORG O O O O O	Paspanga ( 1 297 inhabitants )	False
O O B_ORG I_ORG I_ORG O O	' '' Joe Louis Arena '' '	False
O O B_ORG O B_ORG I_ORG O	**Magoo – Gerling – Bad Blood ''	False
B_PER I_PER I_PER	Dr. Laurence Erhardt	False
O B_ORG I_ORG I_ORG I_ORG O O O O	'' Bam 's Unholy Union '' ( 2007 )	False
B_PER I_PER O O O	Kawhi Leonard ( 11 )	False
B_ORG I_ORG I_ORG O B_LOC O B_LOC I_LOC	Hong Kong Observatory , Kowloon , Hong Kong	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Japanese occupation of Hong Kong	False
O O O O O B_LOC I_LOC O	It takes its name from Clear Lake .	False
O O O B_ORG I_ORG I_ORG O O B_ORG I_ORG O O O O O B_ORG I_ORG I_ORG O	He made his Belgian Pro League debut with K.R.C. Genk on 10 May 2015 against SV Zulte Waregem .	False
O O O O O O O B_PER O	It is currently owned by the singer Enya .	False
O O O O O O O O O B_LOC O	For higher studies , one has to go to Narasapuram .	False
B_LOC O O O O	Canguçu ( under approval )	False
O O O O O O O O O B_PER I_PER O O O O	From 1937 to 1941 , he worked with architect O'Neil Ford ( 1905–1982 ) .	False
O B_ORG I_ORG I_ORG O O B_ORG I_ORG O O B_LOC I_LOC I_LOC O O O B_PER I_PER O O O O O O O O	*The General Post Office building in St Martins-le-Grand in the City of London , designed by Robert Smirke , is completed ( replaced c.1912 ) .	False
O O B_PER I_PER O O	' '' Neil McKenzie '' '	False
B_LOC I_LOC I_LOC I_LOC	Banjar , West Java	False
B_ORG I_ORG I_ORG O O O O O O O O	Air Materiel Command , 20 January 1948 – 1 June 1948	False
B_LOC I_LOC I_LOC	Aïn Madhi District	False
B_LOC I_LOC I_LOC I_LOC	Tara ( mountain )	False
O O O O O O O O B_LOC O O O	Events in the year ' '' 1877 in India '' ' .	False
O O O O O O O O O O O O O O O O O O O O O B_LOC O	It certainly was not relieved by his wife 's death , sometime in 1823 , shortly prior to his departure from Pennsylvania .	False
B_LOC I_LOC I_LOC	Sardinata tree frog	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Minister for Manpower ( Singapore )	False
B_LOC I_LOC I_LOC	Lakeshore , Ontario	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Roman Catholic Diocese of Bragança-Miranda	False
O O O O O O O O O B_ORG I_ORG I_ORG O	In 2005 that evolved into a full band , Beltaine 's Fire .	False
B_ORG I_ORG O B_LOC	Rothenburg LU , Switzerland	False
B_ORG I_ORG I_ORG I_ORG	Olmstead ( disambiguation )	False
O O B_ORG I_ORG O O	' '' Pennsylvania Rebellion '' '	False
B_ORG O O O O O O	Alten8 ( defunct or changed name )	False
B_LOC I_LOC I_LOC	Yeşilköy , Mut	False
B_ORG I_ORG O O B_ORG I_ORG I_ORG O	Merops boehmi '' ( Boehm 's bee-eater )	False
B_LOC O O O	Mutigny ( 51392 )	False
O O O O O O B_LOC O B_LOC O	Originally , it was situated in Clapham , London .	False
O O O O O O B_ORG I_ORG O	The population was 2,278 at the 2010 census .	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Mount Murchison ( Tasmania )	False
O B_LOC I_LOC O	'' Alternanthera pungens ''	False
B_PER I_PER I_PER	M. A. Sreenivasan	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Mar Chiquita Lake ( Córdoba )	False
O O O B_LOC I_LOC O B_LOC O	It represents the historic county of Essex .	False
B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER	Fabrizio Bentivoglio , Laura Morante , Monica Bellucci , Nicoletta Romanoff , Silvio Muccino	False
O B_LOC I_LOC O O O O	'' Achaea catella '' Guenée , 1852	False
O B_ORG I_ORG I_ORG O	`` Teenage Love Affair ''	False
O O O B_PER I_PER O B_PER I_PER	*Series 7 contestant Ricky Groves and Aliona Vilani	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	University of Virginia Darden School of Business	False
O O B_ORG O O	' '' Velocette '' '	False
O B_LOC I_LOC O O O O O O	'' Phyllonorycter ulmifoliella '' ( Hübner , 1817 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	44th Infantry Division ( Wehrmacht )	False
B_LOC I_LOC I_LOC	Zırlankaya , Serik	False
O O O O B_ORG I_ORG O	It is within the Adirondack Park .	False
B_ORG I_ORG I_ORG	Porn to Rock	False
O O O O B_PER I_PER O	He was portrayed by Tim Roth .	False
B_ORG I_ORG O O B_PER I_PER	The Standards '' – Gloria Estefan	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Roman Catholic Archdiocese of Antequera , Oaxaca	False
O O O B_LOC I_LOC O O O B_LOC I_LOC O O	They are the Kama River at and the Chusovaya River , .	False
B_LOC I_LOC O O B_ORG O	Bolshaya Kokshaga ( near Kokshaisk )	False
B_ORG I_ORG O B_ORG O B_ORG I_ORG I_ORG O	China Mobile , Vodafone , AT & T )	False
B_LOC I_LOC I_LOC I_LOC	Ocean Breeze , Florida	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Communes of the Loiret department	False
O B_LOC I_LOC O O O O O O	'' Lampronia capitella '' ( Clerck , 1759 )	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Reserve Township , Parke County , Indiana	False
B_PER I_PER I_PER	Jessie James Decker	False
B_PER I_PER O O O	Vernon Ransford ( 1927–1928 )	False
O B_LOC I_LOC I_LOC I_LOC O O	'' San Francisco del Chañar '' '	False
B_ORG I_ORG I_ORG I_ORG	California State Route 213	False
O B_ORG I_ORG I_ORG O O	*2015 SXSW Music Festival Showcase Artist	False
B_ORG I_ORG I_ORG O O O O	Jesus Killing Machine '' ( 1994 )	False
B_ORG I_ORG O B_LOC O B_LOC	Pontypool Park , Pontypool , Wales	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Becker Township , Sherburne County , Minnesota	False
B_LOC I_LOC O B_ORG O	Grand Rapids – WOOD-TV 8	False
O O B_PER I_PER O O O	' '' Joe DiMaggio '' ' ''	False
B_ORG I_ORG I_ORG I_ORG O B_LOC I_LOC I_LOC O	Trinity ( Connecticut ) ( Hartford , Connecticut )	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Denmark national under-19 football team	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Volume 4 en:: Hard Walls and Little Trips	False
O B_PER I_PER O	'' Mieczysław Kotlarczyk ''	False
O O O O O B_ORG I_ORG I_ORG O O B_LOC I_LOC O	The Item is located at 26 Albion Street in the town center .	False
B_ORG I_ORG I_ORG I_ORG	Capalaba Central Shopping Centre	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	List of Parliamentary constituencies in Greater London	False
B_PER I_PER O O	Doom Patrol '' 90-97	False
O O B_PER I_PER O O O O O O O	' '' Francisco Clavet '' ' 7–5 , 6–1 , 6–1	False
O B_PER I_PER O B_ORG I_ORG I_ORG O	** Michael McElhatton for Spin the Bottle ''	False
B_LOC I_LOC I_LOC I_LOC	Sandstone , West Virginia	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	U.S. Route 1 in New York	False
O O O O O B_PER I_PER O	He is the son of Aleksandr Novikov .	False
B_LOC O O O O O	Gyemyeongsan ( 계명산 ; ) -	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O	River of Renewal en:: Myth and History in the Klamath Basin '' ( book )	False
O B_LOC I_LOC I_LOC I_LOC O O B_ORG I_ORG O O O O O O O O O O O	'' Finkenstein am Faaker See '' ( Slov . en:: ''Bekštanj '' ) ( ' '' 3 '' ' )	False
O B_LOC I_LOC O O O O O O	'' Satyrium acaciae '' ( Fabricius , 1787 )	False
B_PER I_PER O B_PER I_PER O O B_PER I_PER	Mark Orchard and Ben Wilson from for Anthony Rocca	False
B_LOC I_LOC I_LOC I_LOC I_LOC O B_LOC O	San Nicolás de los Garza ( Monterrey )	False
O O B_PER I_PER O O	' '' Henry Callaway '' '	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	'' New Zealand Shipping Co Ltd v A M Satterthwaite & Co Ltd ''	False
B_PER I_PER O O O	John Hattig ( 2005 )	False
B_LOC I_LOC I_LOC	Athens , Alabama	False
O O O O B_LOC O	It is found in Guyana .	False
B_PER I_PER O B_PER I_PER	James Mason , Joyce Howard	False
O B_PER I_PER I_PER I_PER I_PER O O O O	'' The Story Of Peter Grey '' ( 1961–1962 )	False
B_PER I_PER I_PER	Douglas Scott Falconer	False
B_PER I_PER O B_PER I_PER	Homero Blancas , Hubert Green	False
B_PER I_PER I_PER I_PER I_PER	Canal 9 ( Denmark )	False
B_ORG I_ORG I_ORG O O O O O B_LOC I_LOC I_LOC	Daniel Nicholas DiNardo ( born 1949 ) , Archbishop of Galveston-Houston	False
O O O O O B_ORG O B_ORG I_ORG I_ORG O	It was won by the Liberal candidate Edward George Hemmerde .	False
O O B_PER I_PER I_PER I_PER I_PER	Son of Aedh mac Tairdelbach Ó Conchobair	False
B_PER I_PER O O O O O O	Caroline Elam en:: March 1987 – July 2002	False
B_LOC I_LOC I_LOC O B_ORG	Kohala , Hawaii , USA	False
O O B_ORG I_ORG O O	1764 – Exeter Synagogue consecrated .	False
O O B_LOC O B_LOC	' '' Iiolonioro '' Barkoura	False
B_LOC I_LOC I_LOC I_LOC I_LOC	West Ukrainian People 's Republic	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Pazo dos Deportes Paco Paz	False
B_PER I_PER O O O	Jean-Claude Michel en:: the lawyer	False
B_PER I_PER O O O	Patrick Kane ( 11 )	False
O O O O O O O B_PER I_PER O B_PER I_PER I_PER O	He initially trained as an architect under Edwin Lutyens and Robert Weir Schultz .	False
O O B_LOC I_LOC O O	' '' Italian Tripolitania '' '	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER	Henry Danvers , 1st Earl of Danby	False
O B_PER I_PER O O O O	*Major Joachim Müncheberg , 1 October 1942	False
O O B_ORG I_ORG I_ORG O O	' '' Puerto Rico Islanders '' '	False
B_PER I_PER O B_PER I_PER O O O O B_PER I_PER	Kurt Russell ( Ronnie McDowell , singing ) ... Elvis Presley	False
O O B_PER I_PER I_PER O O	2013 en:: Armin van Buuren feat .	False
O O O B_LOC I_LOC O B_LOC O B_LOC O O B_LOC O O B_LOC I_LOC I_LOC O B_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG O O O B_ORG I_ORG I_ORG O O	The cities were New Orleans , Louisville , Albany , and Pittsburgh at the Smoothie King Center , Yum ! Center , Times Union Center , and the Consol Energy Center respectively .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	KTI – Menschen lügen , Beweise nicht	False
B_PER I_PER I_PER I_PER	Henry IV of France	False
B_LOC I_LOC I_LOC O O O O	Eurasian reed warbler , ''Acrocephalus scirpaceus ''	False
B_PER I_PER I_PER	Robert R. McCammon	False
B_LOC I_LOC I_LOC	Phú Vang District	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Communes of the Charente-Maritime department	False
O O O O O B_LOC I_LOC I_LOC I_LOC I_LOC O	It is located in the Roman Catholic Diocese of Norwich .	False
B_PER B_PER I_PER I_PER I_PER	Yang Yang ( A )	False
B_ORG I_ORG I_ORG I_ORG I_ORG	List of massacres in Massachusetts	False
B_PER I_PER O O O O B_ORG I_ORG O O O O O	Bill Walker – assigned by the Boston Celtics on November 21 , 2009	False
O B_LOC I_LOC O B_PER O O	'' Ulidia megacephala '' Loew , 1845	False
O B_ORG I_ORG I_ORG I_ORG O O O	`` Shine a Little Love '' – en:4:10	False
O O O O O O B_LOC O O O O O O O O O O O O	It is located around east-northeast of Avenal , at an elevation of 1047 feet ( 319 m ) .	False
B_LOC I_LOC I_LOC	1890–91 Football League	False
O O O O B_PER I_PER I_PER O	They are played by Karen delos Reyes .	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Communes of the Loire department	False
B_ORG I_ORG I_ORG I_ORG	Seoul Metropolitan Subway stations	False
B_ORG I_ORG I_ORG O O O O B_LOC O B_LOC O B_LOC O B_LOC	Yugoslav First League ( 4 ) en:: 1955–56 , 1956–57 , 1958–59 , 1959–60	False
B_PER I_PER I_PER	Bolden Reush Harrison	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	`` You 're the One That I Want ''	False
O O O O O O O O B_LOC I_LOC I_LOC O O O	The first of their discount centers opened in Abilene , Texas in 1936 .	False
B_ORG I_ORG I_ORG I_ORG	Arveson Township , Minnesota	False
B_PER I_PER O O O	Pongsak Rattanapong ( Aof )	False
O B_LOC I_LOC I_LOC	en:: Si Phan Don	False
