labels	text	cls
O O O B_LOC O B_LOC O B_LOC O O	** ' '' Ferrara , Modena und Reggio '' '	False
O O B_LOC O O	' '' Indien '' '	False
B_ORG O O O O O O O O	Kajaphas ist dabei am linken oberen Bildrand abgebildet .	False
O O O O O O O O O B_ORG I_ORG I_ORG O B_ORG I_ORG O O O O O O O O O	Kurz nach Saisonende gab er seinen Wechsel in die belgische Pro League zum RSC Anderlecht bekannt , bei dem er einen Dreijahresvertrag erhielt .	False
O O B_ORG I_ORG I_ORG O O	' '' Tarsus İdman Yurdu '' '	False
O O O O B_ORG O O O O O O O O O	Sie schließt die zwei Dolmen ein , von denen 14 Steine erhalten sind .	False
O B_PER I_PER I_PER	WEITERLEITUNG Andrew Tsien Chih-ch’un	False
O O B_LOC I_LOC O O	' '' Byzantinisches Reich '' '	False
O O O B_ORG I_ORG O O B_ORG I_ORG O	Die Entsprechung der evangelischen Kirche ist die Diakonie Deutschland .	False
O O O O O O O B_PER I_PER O O O O O O O O O	Wobei er ein besonders enges Verhältnis zu Christian Dior pflegte , für den er auch Werbeplakate entwarf .	False
B_PER I_PER O O O	Carl Bosch , 27 .	False
B_PER I_PER I_PER	Wiktor Fjodorowitsch Bolchowitinow	False
O B_PER I_PER O O O O O O O O O O O O O O O	Auch Léon Walras betrachtete die Natur als prinzipiell unerschöpfliche Ressource , die nicht völlig zerstört werden könne .	False
O O O O B_ORG I_ORG O O O	''Siehe Hauptartikel ' '' Königreich Champa '' ' ''	False
B_LOC I_LOC O O O	Monte Disgrazia – 23 .	False
B_ORG I_ORG I_ORG I_ORG	German University in Cairo	False
O O O O B_ORG O O O O O	Die Straße führt als E weiter südöstlich ins Stadtgebiet .	False
B_LOC I_LOC I_LOC I_LOC	Rheinfelden ( Baden )	False
O O O B_ORG I_ORG O O	*** ' '' Herzogtum Braunschweig '' '	False
O O O O O O B_PER I_PER I_PER O O O	Nach dem Tod des langjährigen Bürgermeisters Richard J. Daley am 20 .	False
O O B_ORG I_ORG O O O O	Osttransport]] ins KZ Auschwitz deportiert und dort ermordet	False
O O O B_PER I_PER O O O O O O O O O O	Minute war es Stan Libuda vorbehalten , mit einem kuriosen Tor die Entscheidung herbeizuführen .	False
O O O B_LOC I_LOC O O	*** ' '' Hochstift Augsburg '' '	False
O O O B_LOC I_LOC O O	*** ' '' Erzstift Köln '' '	False
O O O O O O B_ORG I_ORG O	Die erste dieser Strecken war die Linksniederrheinische Strecke .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Botan ( historische Landschaft )	False
B_PER I_PER I_PER	Kirellos V .	False
O B_ORG O O O O O	Die Reformation fand sehr früh Eingang .	False
O O O O O B_LOC I_LOC I_LOC O B_LOC I_LOC I_LOC I_LOC O O	Westlich davon schließen sich die Cienega Valley AVA und Lime Kiln Valley AVA an .	False
O B_PER I_PER I_PER I_PER I_PER	WEITERLEITUNG Die drei ? ? ?	False
O O B_PER I_PER O O O	Minute für Jérémy Toulalan eingewechselt wurde .	False
O O O B_ORG I_ORG O O	*** ' '' Erzstift Magdeburg '' '	False
B_PER I_PER O O O O O O O O O O O O	Joan Crawfords Karriere befand sich seit Mitte der 1930er in einer dauerhaften Krise .	False
O O B_LOC O O	' '' Niederlande '' '	False
O O O O O O O O B_LOC O O O O	Erstaunlicherweise nahm das Wasser in der Quelle der Loue , die ca .	False
O O O O O O O O B_ORG I_ORG O O B_ORG O	Direkt im Anschluss wechselte er als Trainer zu Tyresö FF in die Damallsvenskan .	False
B_PER I_PER I_PER	Cangkya Rölpe Dorje	False
O B_PER I_PER I_PER	WEITERLEITUNG Jewgenija Anatoljewna Schapowalowa	False
B_ORG I_ORG I_ORG O O O O O O O O O O O O	New Jersey Transit betreibt eine Buslinie , die in der Nähe des Haupteinganges hält .	False
O O O O O O B_LOC O B_LOC I_LOC I_LOC O B_LOC O	Sie befinden sich in und um Sydney , New South Wales , Australien .	False
O O O O B_PER I_PER O B_PER I_PER O	Zu seinen Lehrern gehörten Karl Weißbach und Cornelius Gurlitt .	False
O O B_ORG I_ORG I_ORG O O	' '' 1. FC Nürnberg '' '	False
O O O O O B_LOC O O O O	Danach ließ er sich in Middletown als Arzt nieder .	False
O O O O B_PER I_PER O O O O O	Im Endspiel besiegte sie Mona Barthel mit de:6:3 und de:6:4 .	False
O O B_ORG I_ORG I_ORG I_ORG O B_ORG O O O O O O O O O O O O	In der Roten Liste gefährdeter Arten der IUCN wird die Art als „“ , d.h. als nicht gefährdet geführt .	False
O O B_ORG I_ORG O O	' '' Anorthosis Famagusta '' '	False
O O O O O O B_LOC O	Hierbei erhielten diese die Unterstützung von Preußen .	False
B_PER I_PER I_PER O O O O O B_PER I_PER O O O O	Felix und Regula , Geschwister und Mitglieder der Thebaischen Legion in den Seitenfresken .	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Liste der politischen Parteien in Frankreich	False
O O O O B_LOC O O O O O O O B_LOC O	Im Norden schließt sich Orlová an und im Süden liegen Šumbark und Šenov .	False
O O O O B_ORG I_ORG I_ORG I_ORG O O O O	Die Bestätigung durch den Senat der Vereinigten Staaten erfolgte am 21 .	False
O O O O B_LOC O O	Er war hauptsächlich im DDR-Radsport aktiv .	False
O O B_ORG O O O O O O O O B_ORG O O O O O O O O O O O O O	Während der Edo-Zeit hielten sich viele Wanderer auf dem Weg zum Ise-Schrein , der 40 km weiter südöstlich liegt , in der Stadt auf .	False
O O O O B_ORG O O O O O O O O O O	Seine mit Melodie gewürzten Dubs waren zu jener Zeit allesamt auf einem hohen Niveau .	False
B_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O	A Kind of Magic '' ist somit das einzige Studioalbum , das auf ''Absolute Greatest '' mit mehr als zwei Stücken vertreten ist .	False
O O B_PER I_PER O O O O O	' '' Pablo Alborán '' ' – ''Perdóname ''	False
O O O O B_ORG I_ORG I_ORG I_ORG O	Anschließend wechselte er zu Brighton & Hove Albion .	False
O O O O O O O O O O O O B_PER O B_PER I_PER O O O O O	Der Inhalt der Single ist ein etwa 15 Minuten langes Interview von Noel und Liam Gallagher , das am 7 .	False
O O O O B_PER I_PER O	Er war befreundet mit Francesco Petrarca .	False
O O O O B_LOC O	B. Zwischenstopp der Linie Dresden .	False
B_ORG I_ORG I_ORG I_ORG	Diamantthron-Pagode des Zhenjue Si	False
O B_PER I_PER I_PER O O O O O O O O O O	Bei Hildegard von Bingen steht das Reine , Gesunde und Unverfälschte im Mittelpunkt .	False
O O O O B_LOC O O	Es wurde daraufhin nach Limoges strafversetzt .	False
O O O O B_LOC O B_PER I_PER I_PER O O O B_LOC O O O O O O O O O O	Er erhielt Stipendien in Kopenhagen bei Niels Wilhelm Gade und später in Leipzig , wo er mit 35 Jahren seine Ausbildung abschloss .	False
B_ORG I_ORG I_ORG I_ORG	Optical Society of America	False
O O O O O O O O O O O O B_ORG O	Bis heute ist er einer der erfolgreichsten Piloten in der Geschichte der Superbike-Weltmeisterschaft .	False
O O O O O B_ORG O B_ORG I_ORG O	Anschließend wechselte er in die Bundesliga zu Werder Bremen .	False
O O O O O B_LOC O O O O O O O O O O O	Der Lebensraum entspricht dem des Hausseglers , wenn auch die Tendenz zur Koloniebildung etwas geringer ist .	False
O O O B_ORG	''Rosegardens '' von SheSays	False
B_ORG I_ORG I_ORG I_ORG	Universidad de Costa Rica	False
B_ORG I_ORG I_ORG I_ORG O O O O O B_PER I_PER	Orchester des 18. Jahrhunderts , seit 1981 , Leitung Frans Brüggen	False
O B_LOC I_LOC I_LOC I_LOC	WEITERLEITUNG Trebnitz ( Teuchern )	False
O O O O B_LOC I_LOC I_LOC I_LOC O O O O O O O	Er bestritt in der Saison 1986 / 87 sein erstes Spiel in einer Profiliga .	False
O O O O B_ORG	** Abteilung für Experimentelle Endokrinologie	False
O O O O O O B_PER O O O B_LOC O O O O O B_PER O	Der erste Druck stammt aus der Yongzheng-Ära der Zeit der Qing-Dynastie , ein weiterer aus der Qianlong-Ära .	False
O O O B_PER I_PER I_PER I_PER O	Sein Bruder war Johann Georg von Hahn .	False
O O O B_LOC O O	** ' '' Anjou '' '	False
O B_PER I_PER I_PER I_PER I_PER	weiterleitung Karpus , Papylus und Agathonike	False
O O O O O B_LOC I_LOC O B_LOC O O B_LOC O	Sie befindet sich in den Ötztaler Alpen bei Mittelberg im hintersten Pitztal .	False
O O O B_PER O O	** ' '' Rodez '' '	False
O O B_LOC O O	' '' Korea '' '	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Balge ( Arm der Weser )	False
O O O B_LOC O O	** ' '' Kastilien '' '	False
B_PER I_PER I_PER	Giuseppe de Majo	False
O O O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC I_LOC I_LOC O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC I_LOC I_LOC O	Die Nachbargemeinden sind Bra , Cavallerleone , Cherasco , Marene , Monasterolo di Savigliano , Racconigi , Ruffia , Sanfrè , Savigliano und Sommariva del Bosco .	False
B_PER I_PER I_PER	Maffeo Giovanni Ducoli	False
O O O O O B_ORG I_ORG O	2011 wechselte er dann zu 1899 Hoffenheim .	False
B_PER I_PER I_PER	Jelisaweta Alexandrowna Stroganowa	False
B_PER I_PER I_PER	C. Jasper Bell	False
O O B_LOC O O O O O	Auch zu Israel äußerte er sich gelegentlich .	False
O O O O B_LOC I_LOC O	Ihr Geschäftsgebiet ist der Allgäuer Raum .	False
B_ORG I_ORG I_ORG I_ORG	Königreich der Vereinigten Niederlande	False
O O O O B_ORG O	40 m nördlich von KV32 .	False
B_LOC O O O B_LOC	Bordeaux , Stadt in Frankreich	False
O O O B_LOC I_LOC O O	*** ' '' Hochstift Augsburg '' '	False
O O B_PER I_PER O O	' '' Egoi Martínez '' '	False
B_PER I_PER I_PER	Richard R. Schrock	False
B_ORG I_ORG I_ORG I_ORG	Pullman Palace Car Company	False
O O B_ORG I_ORG O O O O O O O O O O	Für die WM 2011 war sie ebenfalls nominiert , wurde aber nicht eingesetzt .	False
O O B_PER I_PER O O	' '' Torbjörn Blomdahl '' '	False
O O O O O O O O O O O O O O O B_ORG O O O	Der unverkennbaren Tatsache wurde politisch durch die Gründung von Formen der grenzüberschreitenden Zusammenarbeit wie der Großregion Rechnung getragen .	False
O O B_LOC O O O O B_LOC O O B_LOC I_LOC O O	In der Nordsee wurde die Art bei Helgoland und im Nordfriesischen Wattenmeer nachgewiesen .	False
B_PER I_PER I_PER O B_PER I_PER O B_PER I_PER	Robert John Burke , Lucinda Jenney , Michael Constantine	False
O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	2003 Aufnahme in die United States Hockey Hall of Fame	False
O O O B_LOC O O	** ' '' Foix '' '	False
B_PER I_PER O B_PER I_PER	Zhang Dan , Zhang Hao	False
O O O O O O O O O O O B_ORG I_ORG O O O O	Die Bezeichnung wurde nach 1945 in einer Reihe der durch die Rote Armee besetzten Länder eingeführt .	False
O B_PER O O O B_LOC I_LOC O	25 Kanonikern , in der Diözese Laval .	False
B_PER I_PER I_PER	Duraisamy Simon Lourdusamy	False
B_PER I_PER I_PER	Floyd H. Flake	False
O O O B_ORG I_ORG	Literaturnachweis in der Open Library	False
O O B_ORG B_PER I_PER O B_PER I_PER I_PER O O O O	Die beiden Lotus-Piloten Jean Alesi und Simona de Silvestro unternahmen keinen Qualifying-Versuch .	False
O B_ORG I_ORG O O O	auf HatHut Records veröffentlicht worden .	False
O O O O O O O O B_ORG I_ORG O O O	Alle Linien sind zu einheitlichen Tarifen innerhalb des Verkehrsverbunds Rhein-Ruhr zu benutzen .	False
B_PER O B_PER O B_PER	Ne-Yo , Afrojack und Nayer	False
O O B_PER I_PER O O	' '' Bartosz Jurecki '' '	False
B_PER I_PER I_PER	Essad Pascha Toptani	False
O B_LOC I_LOC I_LOC I_LOC I_LOC	Teilnahme Fußball-Oberliga Nordost 2003 / 04	False
O O B_ORG I_ORG O O	' '' Warta Posen '' '	False
B_PER I_PER I_PER	Fujiwara no Sadaie	False
O O O O O O O B_PER I_PER O O O O O O O O O	Gleichzeitig wurden unter der Leitung des Architekten Karl Moser die beiden Erweiterungsbauten Beckenstube 3 und 5 errichtet .	False
O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O	Sein Erbe , Alfons IV . , befürchtete von seinem Vater zugunsten dessen nichtehelicher Söhne vom Thron verdrängt zu werden und nahm deshalb den Kampf gegen seinen Vater auf .	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG Opéra de Lausanne	False
B_ORG I_ORG I_ORG	Joslin Diabetes Center	False
O O B_ORG I_ORG I_ORG O O	' '' FK Partizani Tirana '' '	False
O O B_PER I_PER O O	Spielminute für Marcus Allbäck eingewechselt .	False
O O B_LOC O B_LOC	Taiwan]] , Hongkong und Macau	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	WEITERLEITUNG Jake und McCabe – Durch dick und dünn	False
O O O O O O O B_ORG O O	Diese waren anfangs von den Ereignissen der Weltwirtschaftskrise geprägt .	False
O O O O O O O B_ORG O	mündet und ist eine der dreifach gegliederten Federmesser-Gruppen .	False
B_LOC I_LOC O B_LOC I_LOC	Sankt Michaelisdonn , Kreis Dithmarschen	False
O O B_LOC O O	' '' Deutschland '' '	False
O B_PER I_PER I_PER	WEITERLEITUNG John H. Marburger	False
B_PER I_PER O B_ORG I_ORG I_ORG O O O O	Preston Smith , Gouverneur von Texas von 1969 bis 1973	False
B_PER I_PER I_PER I_PER	Marc Gouiffe à Goufan	False
O O B_LOC I_LOC I_LOC I_LOC O O	' '' Washington , D.C . '' '	False
O O O O B_ORG I_ORG O O O O O O O O O O O	1992 ging der Verlag Le Lombard in die Gruppe ein , der 1986 ebenfalls gekauft wurde .	False
O B_PER I_PER O O O O B_PER I_PER O O	von Pete Seeger und dem legendären Bluesmusiker Lightnin’ Hopkins auftrat .	False
O O O O O B_LOC I_LOC I_LOC I_LOC O O O O B_PER I_PER O O O O O O O O	Die Aufstiegsmannschaft war in der Zweitligasaison 1996 / 97 trotz des nachverpflichteten Ex-Nationalspielers Mirko Votava überfordert und stieg als Tabellenletzter wieder ab .	False
O O B_ORG I_ORG I_ORG O O	' '' Heiliges Römisches Reich '' '	False
O O O O B_PER I_PER O O O O O B_PER I_PER O	Er war Privatsekretär von Friedrich Engels und hatte engen Kontakt mit Karl Marx .	False
O O O O B_LOC I_LOC O	Einzige Nachbargemeinde ist die Gemeinde Karlstad .	False
O O B_LOC O O	AUT_Pyhra_COA.png| '' Pyhra '' '	False
B_PER I_PER O O O O O O O O O O	Victor Hugo schrieb kurz nach Erscheinen der Erstausgabe , am 30 .	False
B_ORG I_ORG I_ORG I_ORG	Menden ( Sauerland )	False
O B_ORG I_ORG I_ORG I_ORG	** Australian Transport Safety Bureau	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG Titan de Laval	False
B_ORG I_ORG O O	Shine On - de:3:21	False
B_PER I_PER I_PER	Jekaterina Alexandrowna Lobyschewa	False
O O O O O B_PER I_PER O B_PER I_PER O O O O O O B_PER I_PER O	1987 hielt er gemeinsam mit Maya Angelou und Toni Morrison eine Gedenkrede bei der Beerdigung von James Baldwin .	False
O B_PER I_PER I_PER	1913–1915 Sir William Crookes	False
O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O O O	In den Hauptrollen sind Channing Tatum , Mila Kunis und Sean Bean zu sehen .	False
O O O B_PER I_PER O	2015 trainierte sie Angelique Kerber .	False
O O O O O O O O O O O O O O O O O O B_ORG I_ORG O O O O O	Zum Rahmenprogramm gehörte erneut ein „Legenden-Spiel“ , das von Spielern der 1990er Jahre ausgetragen wurde und von der Düsseldorfer EG mit de:3:1 gewonnen wurde .	False
B_PER I_PER O O O	Charlie Creath tp , bl	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER O	Superman – Die Abenteuer von Lois & Clark ''	False
O O O B_LOC O O O	Die Texte seien poetisch und politisch .	False
O O O O O B_PER I_PER	** ''The Pinkprint '' von Nicki Minaj	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER	Thomas Pelham-Holles , 1. Duke of Newcastle-upon-Tyne	False
B_PER I_PER I_PER I_PER I_PER I_PER	Sammo ' '' Hung '' '	False
O O O B_LOC O B_LOC O	Er lebt in Zeuthen bei Berlin .	False
O O O O O B_PER I_PER O O B_LOC I_LOC I_LOC O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	1971 wurde er Solist in Lionel Hamptons Band in New York City und spielte in den Montagssessions des Thad Jones / Mel Lewis Orchestra .	False
O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O	Drei Jahre später litt die Stadt unter den Überfällen der am Polnisch-Schwedischer Krieg ( 1600–1629 ) beteiligten Truppen .	False
O O O O B_LOC O O O O O B_LOC O B_LOC O B_LOC O B_LOC O	Der Hauptsitz ist in Nairobi , weitere Standorte sind in Indien , Indonesien , Malawi und Mali .	False
O O O O O O O B_ORG I_ORG O O O O O O O O O O O O	Hier besteht der Gegensatz zum Konzept der Lokativen Medien , wo entsprechende Wiedergabegeräte die Informationen aus dem lokalen Nahbereich beziehen .	False
O O O O O O O O B_PER I_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER I_PER O	Darunter auch Abbildungen zahlreicher Persönlichkeiten , wie beispielsweise Wladimir Kirillowitsch Romanow , Paul Valéry , Eleanor Roosevelt , Jefferson Caffery , Lord Dunsany oder Papst Pius XI .	False
B_LOC I_LOC I_LOC I_LOC	Makin ( Inselgruppe )	False
O O O O O O O O O O O O B_ORG O B_LOC O O B_LOC O O O B_LOC I_LOC O O O	Die 1000-Autobahnkilometer-Marke wurde mit der Eröffnung des 106 km langen Abschnittes der Autobahn von Słubice an der deutschen Grenze bis nach Nowy Tomyśl am 1 .	False
O O O O O O O O O B_ORG B_ORG I_ORG I_ORG O O	Diese konnte in der Finalshow mit der Eigeninterpretation des Metallica-Songs Nothing Else Matters überzeugen .	False
O O O O O O O O O O B_LOC I_LOC O O	In den Texten sticht öfter der Herkunftsort der Band , Bad Aussee hervor .	False
O O O O O O O B_LOC O O O B_ORG O O O O O O O	Dort kam er mindestens in der in Iquique ausgetragenen Partie gegen Venezuela zum Einsatz und erzielte einen Treffer .	False
B_PER I_PER O O	Emilie Autumn , Musikerin	False
O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O O O O O	Auch die Spielweise von Bobby Hackett , Eddie Condon oder Louis Armstrong hat die „Umbrellas“ beeinflusst .	False
B_PER I_PER I_PER I_PER	Bartholomäus ( Apostel )	False
B_ORG I_ORG B_LOC O O	One Bloor Toronto 257 m	False
O B_PER I_PER I_PER	Weiterleitung Gregorio Pérez Companc	False
O O O O O O B_LOC O O	Das Geschlecht soll seinen Ursprung in Poitou haben .	False
B_PER I_PER O O O B_ORG I_ORG	Lucien Favre , Trainer von Borussia Mönchengladbach	False
O O O O O O O O B_ORG I_ORG O O O	Beim de:2:0-Auswärtssieg über den damals noch existierenden Verein Tawrija Simferopol am 5 .	False
O O B_ORG I_ORG O O O O O O O O O O O O O O O O O O	Auch beim FC Turin blieb er nur ein Jahr , sodass er sich 2009 wieder der Jugend der ''Delfini '' an .	False
O O O O O O O O O O O B_PER I_PER O	Sein letzter Artikel für den ''Stern '' war ein Nachruf auf Herbert Wehner .	False
O B_ORG I_ORG O O O	'' The Guardian , 3 .	False
O O O O O B_ORG O O O O O O O	das über 960 ha große Naturschutzgebiet N 16 ''Wiehltalsperre '' neu ausgewiesen .	False
O B_PER I_PER B_PER I_PER	| Keita Masuda Tadashi Ohtsuka	False
O O O O O O O B_PER I_PER	den Originaltitel des Romans ''Superhero '' von Anthony McCarten	False
O O B_LOC O O	' '' Portugal '' '	False
O O B_PER I_PER I_PER O O	' '' Francesco I. Sforza '' '	False
O B_LOC O O O O	Der Kanton wurde am 4 .	False
O O O O O O O O O O O B_LOC O O O O O O	Darüber hinaus hat die Stadt , auch wegen ihrer Nähe zu Ravensburg , keine überkommunalen behördlichen Einrichtungen .	False
B_LOC O B_ORG I_ORG I_ORG	Österreich – Sozialdemokratische Partei Österreichs	False
O O O O O B_LOC O O O	Etwas später führt die nach Jerash im Südosten .	False
O O B_LOC O O O B_LOC I_LOC O	So bezeichnet MT den Bundesstraßenabschnitts in Mato Grosso .	False
B_PER I_PER O O O	Santiago Botero 88 P .	False
O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O	Kaufmanns Rückenleiden führte dazu , dass er 1994 das nächste Album Death Row '' nicht mehr komplett einspielen konnte und seine Karriere beenden musste .	False
O O O O O B_ORG I_ORG O O O O O O	Darüber hinaus erreichte man im Türkischen Fußballpokal das erste Mal das Finale .	False
O O B_ORG I_ORG	2007 Gewinner Baltic League	False
B_ORG I_ORG O O O B_ORG I_ORG O O O	Benfica Lissabon '' ' '' FC Porto '' ' ''	False
O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG O O	Überdies fungierte er als Vorsitzender zahlreicher Ausschüsse , darunter das Committee on Military Affairs '' .	False
O O O O O O B_PER I_PER O B_PER I_PER O	Danach spielte er sechs Jahre bei John Dankworth und Cleo Laine .	False
O O B_LOC I_LOC O O	' '' Dominikanische Republik '' '	False
O O O O O O O O O B_LOC O O O O O	Er schied aus dem Verwaltungsdienst aus und übernahm in Berlin die Leitung einer Baufirma .	False
B_LOC I_LOC O B_LOC O B_LOC	Bad Eilsen – Ahnsen – Bückeburg	False
O O O O O B_ORG I_ORG I_ORG O B_LOC O	Lebensjahr die renommierte Fußballschule des Kadji Sports Academy in Kamerun .	False
B_LOC I_LOC O O O	Municipio Pocona - 13.784 Einwohner	False
O O O B_PER I_PER O O B_ORG I_ORG O O	Er wurde durch Hans-Jürgen Boysen vom Nachbarn Kickers Offenbach ersetzt .	False
O O O O O O B_ORG O O B_ORG O O	Daneben gehörte er diesem Gremium von Cargill sowie von TRW an .	False
O O B_PER I_PER I_PER O B_PER O	Darunter waren Giuliano da Sangallo und Michelangelo .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	California State University , Long Beach	False
O O O O O O O O B_ORG O B_LOC B_ORG B_PER O	' '' Unzensiert '' ' ist das zweite Mixtape des Offenbacher Rappers Haftbefehl .	False
O O O O O O O O O O O O O O O O O O O O O O B_LOC O B_LOC O B_LOC O	Obwohl die Handlung in einer einzigen Stadt angesiedelt ist , entstanden die Aufnahmen an 45 Tagen in drei verschiedenen Städten , in Paris , Lyon und Marseille .	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG Club Cerro Porteño	False
O O O B_PER I_PER O O O	Dies wird von Georges Danton am 31 .	False
O O O O O O O B_ORG I_ORG I_ORG O	Im Sommer 1996 wurde er Cheftrainer des FC Argeș Pitești .	False
O O O O O O O B_LOC O O O O O O O O O O O O O	Die 1973 gegründete Soyuzgazexport war in der Sowjetunion für alle Gaslieferungen in den Westen zuständig und besaß ein weitreichendes Gasnetz .	False
O O O O B_PER I_PER O O	Eine Tochter war mit Wolfgang Panofsky verheiratet .	False
O O O O O O O B_LOC O O O O O O O	Die erste schriftliche Erwähnung des zur Herrschaft Letovice gehörigen Dorfes erfolgte im Jahre 1521 .	False
B_LOC I_LOC I_LOC I_LOC	Horse Heaven Hills AVA	False
O O O O O O O O O O O O O O O O B_ORG I_ORG O O O	Bei den Bauarbeiten wurden die Reste von zwei Weserlastkähnen entdeckt und geborgen , die derzeit beim Deutschen Schiffahrtsmuseum konserviert werden .	False
O O B_PER I_PER O B_PER I_PER O B_ORG I_ORG O B_PER I_PER I_PER O B_ORG I_ORG O B_PER I_PER I_PER O O O O	Es folgten Bobby Womack , Neon Judgement , The Fuzztones , Johnny Guitar Watson , The Pogues , Linton Kwesi Johnson und viele andere .	False
O B_PER I_PER I_PER	WEITERLEITUNG Ahmad Schah Kadschar	False
O B_PER I_PER I_PER	WEITERLEITUNG Norbert T. Tiemann	False
O O O O B_LOC O	Sein Hauptwohnsitz ist in Évian-les-Bains .	False
O B_LOC I_LOC I_LOC I_LOC	WEITERLEITUNG Esterel ( Gebirge )	False
O O O O O O O O O B_PER O	Godoys innenpolitische Gegner sammelten sich deshalb um den Thronfolger Ferdinand .	False
O O O O O O O B_PER I_PER O B_PER I_PER O O O O O O O O O	Anfang 1933 wurde sie von den Plattenproduzenten John Hammond und Bernie Hanighen entdeckt , die von ihrem Improvisationstalent beeindruckt waren .	False
O O O O O O O O O O B_LOC O O	Hierbei verkörpert sie ein Mädchen , das sich in einen Werwolf verliebt .	False
O O O B_LOC O	=== Flüsse in Paraguay ===	False
B_PER I_PER O O O O O O O O O O O O O	Winston Churchill persönlich spendete das fehlende Geld und wohnte der Enthüllung des Denkmals bei .	False
O O O B_LOC O O	***** ' '' Reuß-Burgk '' '	False
O O B_PER I_PER	2011 – Andre Ward	False
B_PER I_PER I_PER I_PER O O O O	König Otto III . erwähnte am 10 .	False
O O O O O O O O O O B_ORG I_ORG I_ORG O O	Mehr als 30 Jahre lang gehörte er dem Vorstand der American Colonization Society an .	False
O O B_PER I_PER O O	' '' Tom Boonen '' '	False
O O O O O O B_LOC O O	Drei Turmglocken wurden ausgebaut und nach Metz gebracht .	False
B_PER I_PER I_PER I_PER	Georg Simon von Sina	False
O O O O O O O O B_ORG O O O O O O O O	Dabei profitierte er von einer teaminternen Kollision der Red-Bull-Piloten , die nur knapp vor ihm lagen .	False
O O O B_LOC O B_PER I_PER O O O O O O O O O O	So berichtet der mittelbyzantinische Chronist Georgios Kedrenos davon , dass in den 20er Jahren des 4 .	False
O O O O O O O O B_LOC	|bgcolor= '' FFEBCD '' |Gwaishatei-Fumpo-Dairin-Horishain der Nähe des Sonne-Mond-Sees	False
B_ORG I_ORG I_ORG I_ORG	Industria de Turbo Propulsores	False
B_PER I_PER O O O O	Joseph-Louis Lagrange sah am 25 .	False
O O O O B_LOC O B_LOC O B_LOC O B_LOC O O O O O O O	Auch andere Stadtteile wie Bockenheim , Rödelheim , Ostend und Oberrad wurden zu über 70 % zerstört .	False
O O B_ORG I_ORG O O O B_ORG I_ORG O O O	' '' HC Leipzig '' ' - Buxtehuder SV de:27:22 , de:30:29	False
B_LOC I_LOC I_LOC I_LOC	Sant Pol de Mar	False
O O O B_LOC O O O O O O O O O	Auch Moisküll und Thomel sollen zeitweise im Besitz der Familie gewesen sein .	False
O B_PER I_PER O O O	1989 James Salter , ''Dusk ''	False
O O O O O B_PER O O O O O O B_PER O O O	Auch an der Herausgabe von Zittels „Handbuch der Paläontologie“ ist er seit Schimpers Tod beteiligt .	False
B_PER I_PER O B_PER I_PER O O O O	Gary Paffett und Oliver Turvey blieben als Testfahrer .	False
B_PER I_PER I_PER I_PER I_PER	Charles-Antoine Leclerc de La Bruère	False
O O O B_PER I_PER O O	*** ' '' Herzogtum Braunschweig-Lüneburg '' '	False
O B_PER O O O O B_ORG I_ORG O O O O O O B_PER O O O O	Der Stürmer debütierte 1933 in der schwedischen Nationalmannschaft , für die er in elf Länderspielen acht Tore erzielte .	False
O O O O B_ORG I_ORG I_ORG I_ORG	2011 auf der Konzert-DVD Live at the Paramount	False
O O B_PER I_PER O O O O O	Originalversion singt Betty Wright , veröffentlicht im Jahr 1971	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	WEITERLEITUNG Liste der Präsidenten von Costa Rica	False
B_LOC O O O O O O	Schafe gehören durchaus in ihr Beutespektrum .	False
O B_PER I_PER I_PER I_PER I_PER	WEITERLEITUNG Karl III. ( Navarra )	False
B_PER I_PER I_PER	Anna Elizabeth Klumpke	False
O O O O O O O O O B_PER I_PER O O	Die verwendeten Hochfrequenzmaschinen gingen auf die Erfindung des Hochschullehrers Rudolf Goldschmidt zurück .	False
